Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1185732.00,44364.00,Northeast,West Virginia,Charleston,Men's Apparel,45.00,275.00,12375.00,4950.00,In-store
West Gear,1185732.00,44393.00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,50.00,275.00,13750.00,5500.00,In-store
West Gear,1185732.00,44425.00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,40.00,275.00,11000.00,4400.00,In-store
West Gear,1185732.00,44486.00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35.00,275.00,9625.00,3850.00,In-store
Sports Direct,1185732.00,44397.00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.00,275.00,12375.00,4331.00,In-store
Sports Direct,1185732.00,44429.00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.00,275.00,12375.00,4331.00,In-store
Foot Locker,1185732.00,44550.00,Northeast,Maryland,Baltimore,Women's Apparel,65.00,275.00,17875.00,5363.00,In-store
Foot Locker,1185732.00,44268.00,Northeast,Delaware,Wilmington,Women's Apparel,40.00,275.00,11000.00,4400.00,In-store
Foot Locker,1185732.00,44329.00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.00,275.00,13750.00,4813.00,In-store
Foot Locker,1185732.00,44329.00,Northeast,Delaware,Wilmington,Men's Apparel,55.00,275.00,15125.00,4538.00,In-store
Kohl's,1185732.00,44514.00,Northeast,Delaware,Wilmington,Men's Apparel,65.00,275.00,17875.00,5363.00,In-store
Kohl's,1185732.00,44206.00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.00,275.00,9625.00,3369.00,In-store
Kohl's,1185732.00,44206.00,Northeast,Delaware,Wilmington,Women's Apparel,35.00,275.00,9625.00,3850.00,In-store
Kohl's,1185732.00,44235.00,Northeast,New Jersey,Newark,Women's Apparel,35.00,275.00,9625.00,3850.00,In-store
Kohl's,1185732.00,44355.00,Northeast,New Jersey,Newark,Women's Street Footwear,40.00,275.00,11000.00,4400.00,In-store
Kohl's,1185732.00,44383.00,Northeast,New Jersey,Newark,Men's Apparel,50.00,275.00,13750.00,4125.00,In-store
Kohl's,1185732.00,44445.00,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.00,275.00,12375.00,4331.00,In-store
Sports Direct,1185732.00,44507.00,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.00,275.00,13750.00,4813.00,In-store
Sports Direct,1185732.00,44536.00,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.00,275.00,13750.00,5500.00,In-store
Sports Direct,1185732.00,44536.00,Northeast,New Jersey,Newark,Men's Apparel,60.00,275.00,16500.00,4950.00,In-store
Sports Direct,1185732.00,44290.00,Northeast,Connecticut,Hartford,Women's Apparel,40.00,275.00,11000.00,3850.00,In-store
Sports Direct,1185732.00,44319.00,Northeast,Connecticut,Hartford,Women's Street Footwear,45.00,275.00,12375.00,3713.00,In-store
Sports Direct,1185732.00,44352.00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.00,275.00,12375.00,3713.00,In-store
Sports Direct,1185732.00,44352.00,Northeast,Connecticut,Hartford,Men's Apparel,55.00,275.00,15125.00,4538.00,In-store
Sports Direct,1185732.00,44380.00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.00,275.00,12375.00,3713.00,In-store
Sports Direct,1185732.00,44442.00,Northeast,Connecticut,Hartford,Women's Apparel,60.00,275.00,16500.00,5775.00,In-store
Sports Direct,1185732.00,44474.00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.00,275.00,15125.00,6050.00,In-store
Foot Locker,1185732.00,44474.00,Northeast,Connecticut,Hartford,Women's Apparel,70.00,275.00,19250.00,6738.00,In-store
Foot Locker,1185732.00,44504.00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.00,275.00,15125.00,4538.00,In-store
Sports Direct,1185732.00,44507.00,Northeast,Rhode Island,Providence,Women's Apparel,65.00,275.00,17875.00,7150.00,In-store
Sports Direct,1185732.00,44536.00,Northeast,Rhode Island,Providence,Women's Street Footwear,50.00,275.00,13750.00,5500.00,In-store
Sports Direct,1185732.00,44300.00,Northeast,Massachusetts,Boston,Women's Apparel,40.00,275.00,11000.00,3300.00,In-store
Sports Direct,1185732.00,44390.00,Northeast,Massachusetts,Boston,Women's Street Footwear,45.00,275.00,12375.00,3094.00,In-store
Sports Direct,1185732.00,44422.00,Northeast,Massachusetts,Boston,Women's Street Footwear,45.00,275.00,12375.00,3094.00,In-store
Amazon,1185732.00,44514.00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.00,275.00,15125.00,3781.00,In-store
Amazon,1185732.00,44239.00,Northeast,Massachusetts,Boston,Women's Street Footwear,35.00,275.00,9625.00,3369.00,In-store
Amazon,1185732.00,44265.00,Northeast,Vermont,Burlington,Women's Street Footwear,35.00,275.00,9625.00,3369.00,In-store
Amazon,1185732.00,44265.00,Northeast,Vermont,Burlington,Women's Apparel,45.00,275.00,12375.00,4950.00,In-store
Amazon,1185732.00,44326.00,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.00,275.00,15125.00,6806.00,In-store
Amazon,1185732.00,44326.00,Northeast,Vermont,Burlington,Men's Apparel,60.00,275.00,16500.00,5775.00,In-store
Amazon,1185732.00,44511.00,Northeast,Vermont,Burlington,Men's Apparel,70.00,275.00,19250.00,6738.00,In-store
Amazon,1185732.00,44246.00,Northeast,New Hampshire,Manchester,Men's Apparel,60.00,275.00,16500.00,4950.00,In-store
Amazon,1185732.00,44272.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.00,275.00,13750.00,5500.00,In-store
Amazon,1185732.00,44333.00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.00,275.00,15125.00,4538.00,In-store
Amazon,1185732.00,44426.00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.00,275.00,15125.00,4538.00,Outlet
Foot Locker,1185732.00,44249.00,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.00,275.00,12375.00,3094.00,Outlet
West Gear,1185732.00,44510.00,Midwest,Indiana,Indianapolis,Women's Street Footwear,35.00,270.00,9450.00,3308.00,In-store
Sports Direct,1185732.00,44507.00,Northeast,New Jersey,Newark,Women's Street Footwear,50.00,270.00,13500.00,5400.00,In-store
Foot Locker,1185732.00,44376.00,Midwest,Illinois,Chicago,Women's Apparel,65.00,250.00,16250.00,8125.00,Outlet
Foot Locker,1185732.00,44378.00,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,250.00,11250.00,3938.00,Outlet
Foot Locker,1185732.00,44385.00,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250.00,10000.00,3500.00,Outlet
Foot Locker,1185732.00,44391.00,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250.00,10000.00,3500.00,Outlet
Foot Locker,1185732.00,44400.00,Midwest,Illinois,Chicago,Women's Apparel,55.00,250.00,13750.00,6875.00,Outlet
Foot Locker,1185732.00,44402.00,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250.00,12500.00,4375.00,Outlet
Foot Locker,1185732.00,44406.00,Midwest,Illinois,Chicago,Women's Apparel,65.00,250.00,16250.00,8125.00,Outlet
Foot Locker,1185732.00,44408.00,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250.00,12500.00,4375.00,Outlet
Foot Locker,1185732.00,44412.00,Midwest,Illinois,Chicago,Women's Apparel,65.00,250.00,16250.00,8125.00,Outlet
Foot Locker,1185732.00,44415.00,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,250.00,12500.00,4375.00,Outlet
Foot Locker,1185732.00,44520.00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70.00,250.00,17500.00,5250.00,Outlet
Foot Locker,1185732.00,44522.00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00,250.00,15000.00,5250.00,Outlet
Foot Locker,1185732.00,44556.00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75.00,250.00,18750.00,5625.00,Outlet
West Gear,1128299.00,43836.00,West,Nevada,Las Vegas,Men's Apparel,50.00,250.00,12500.00,6875.00,Outlet
West Gear,1128299.00,43981.00,West,Washington,Seattle,Men's Apparel,55.00,250.00,13750.00,3438.00,In-store
Foot Locker,1185732.00,44170.00,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40.00,250.00,10000.00,3000.00,Outlet
Foot Locker,1185732.00,44404.00,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,250.00,10000.00,3500.00,Outlet
Foot Locker,1185732.00,44408.00,Midwest,Nebraska,Omaha,Women's Apparel,55.00,250.00,13750.00,6875.00,Outlet
Sports Direct,1197831.00,44419.00,South,Alabama,Birmingham,Men's Apparel,40.00,250.00,10000.00,3500.00,Outlet
Sports Direct,1197831.00,44425.00,South,Alabama,Birmingham,Men's Apparel,40.00,250.00,10000.00,4000.00,Outlet
Amazon,1185732.00,44482.00,South,Alabama,Birmingham,Men's Athletic Footwear,40.00,250.00,10000.00,3500.00,Outlet
Amazon,1185732.00,44486.00,Northeast,Maine,Portland,Women's Apparel,40.00,250.00,10000.00,4000.00,Outlet
Amazon,1185732.00,44492.00,Northeast,Maine,Portland,Women's Apparel,40.00,250.00,10000.00,4000.00,Outlet
Amazon,1185732.00,44558.00,Northeast,Maine,Portland,Men's Athletic Footwear,50.00,250.00,12500.00,4375.00,Outlet
Amazon,1185732.00,44518.00,Northeast,Maine,Portland,Women's Apparel,70.00,250.00,17500.00,7000.00,Outlet
Amazon,1185732.00,44547.00,Northeast,Maine,Portland,Women's Street Footwear,55.00,250.00,13750.00,5500.00,Outlet
Amazon,1185732.00,44249.00,West,Alaska,Anchorage,Men's Apparel,65.00,250.00,16250.00,4063.00,Outlet
Amazon,1185732.00,44275.00,West,Alaska,Anchorage,Men's Athletic Footwear,55.00,250.00,13750.00,4813.00,Outlet
Amazon,1185732.00,44336.00,West,Alaska,Anchorage,Women's Athletic Footwear,55.00,250.00,13750.00,3438.00,Outlet
Amazon,1185732.00,44429.00,West,Alaska,Anchorage,Women's Athletic Footwear,55.00,250.00,13750.00,3438.00,Outlet
Foot Locker,1128299.00,44296.00,West,Hawaii,Honolulu,Women's Athletic Footwear,50.00,250.00,12500.00,3125.00,Outlet
Walmart,1128299.00,44479.00,West,Hawaii,Honolulu,Men's Apparel,65.00,250.00,16250.00,2438.00,Outlet
Walmart,1128299.00,44457.00,Southeast,Florida,Orlando,Women's Athletic Footwear,60.00,250.00,15000.00,4500.00,In-store
Foot Locker,1128299.00,44278.00,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.00,250.00,12500.00,4375.00,In-store
Foot Locker,1128299.00,44432.00,Southeast,Virginia,Richmond,Women's Apparel,75.00,250.00,18750.00,5625.00,In-store
Foot Locker,1128299.00,44464.00,Southeast,Virginia,Richmond,Women's Street Footwear,50.00,250.00,12500.00,4375.00,In-store
Foot Locker,1128299.00,44464.00,Southeast,Virginia,Richmond,Women's Apparel,45.00,250.00,11250.00,3375.00,In-store
Foot Locker,1185732.00,44272.00,Midwest,Missouri,St. Louis,Men's Apparel,45.00,250.00,11250.00,3938.00,In-store
Foot Locker,1185732.00,44335.00,Midwest,Missouri,St. Louis,Men's Apparel,45.00,250.00,11250.00,3938.00,In-store
West Gear,1128299.00,44278.00,West,Oregon,Portland,Women's Athletic Footwear,50.00,250.00,12500.00,4375.00,In-store
West Gear,1128299.00,44432.00,West,Oregon,Portland,Women's Apparel,75.00,250.00,18750.00,5625.00,In-store
West Gear,1128299.00,44464.00,West,Oregon,Portland,Women's Street Footwear,50.00,250.00,12500.00,4375.00,In-store
West Gear,1128299.00,44464.00,West,Oregon,Portland,Women's Apparel,45.00,250.00,11250.00,3375.00,In-store
West Gear,1128299.00,44213.00,West,Oregon,Portland,Women's Athletic Footwear,45.00,250.00,11250.00,4500.00,In-store
West Gear,1128299.00,44244.00,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,250.00,11250.00,4500.00,In-store
West Gear,1128299.00,44457.00,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,250.00,11250.00,4500.00,Online
Foot Locker,1197831.00,44231.00,West,Idaho,Boise,Men's Apparel,40.00,250.00,10000.00,2500.00,Online
West Gear,1197831.00,44261.00,West,Idaho,Boise,Men's Apparel,40.00,250.00,10000.00,3000.00,Online
Foot Locker,1128299.00,44309.00,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,250.00,12500.00,4375.00,Online
Kohl's,1128299.00,44343.00,West,New Mexico,Albuquerque,Men's Apparel,60.00,250.00,15000.00,4500.00,Online
Sports Direct,1128299.00,44209.00,West,New Mexico,Albuquerque,Men's Apparel,45.00,250.00,11250.00,3938.00,Online
Sports Direct,1128299.00,44240.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.00,250.00,10000.00,4000.00,Online
Sports Direct,1128299.00,44267.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,250.00,12500.00,5000.00,Online
Amazon,1185732.00,44276.00,Southeast,Kentucky,Louisville,Women's Apparel,45.00,250.00,11250.00,4500.00,Online
Amazon,1185732.00,44308.00,Southeast,Kentucky,Louisville,Women's Apparel,40.00,250.00,10000.00,4000.00,Online
Amazon,1185732.00,44398.00,Southeast,Kentucky,Louisville,Men's Apparel,50.00,250.00,12500.00,4375.00,Online
Amazon,1185732.00,44430.00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.00,250.00,10000.00,4000.00,Online
Walmart,1197831.00,44306.00,South,Arkansas,Little Rock,Men's Apparel,40.00,250.00,10000.00,3500.00,Online
West Gear,1197831.00,44335.00,South,Oklahoma,Oklahoma City,Men's Apparel,45.00,250.00,11250.00,3938.00,Online
Foot Locker,1197831.00,44513.00,Midwest,Kansas,Wichita,Men's Apparel,75.00,250.00,18750.00,6563.00,Online
Foot Locker,1185732.00,44329.00,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.00,250.00,15000.00,6000.00,Online
Foot Locker,1185732.00,44359.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00,250.00,10000.00,3000.00,Online
Foot Locker,1185732.00,44481.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,250.00,11250.00,3375.00,Online
Sports Direct,1185732.00,44481.00,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.00,250.00,15000.00,6000.00,Online
Sports Direct,1185732.00,44512.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,250.00,11250.00,3375.00,Online
Sports Direct,1185732.00,44512.00,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.00,250.00,16250.00,6500.00,Online
Sports Direct,1185732.00,44541.00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50.00,250.00,12500.00,3750.00,Online
Sports Direct,1185732.00,44326.00,Midwest,North Dakota,Fargo,Women's Apparel,55.00,250.00,13750.00,5500.00,In-store
Sports Direct,1185732.00,44478.00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.00,250.00,10000.00,3000.00,In-store
Foot Locker,1185732.00,44478.00,Midwest,North Dakota,Fargo,Women's Apparel,55.00,250.00,13750.00,5500.00,In-store
Foot Locker,1185732.00,44509.00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.00,250.00,10000.00,3000.00,In-store
Foot Locker,1185732.00,44509.00,Midwest,North Dakota,Fargo,Women's Apparel,65.00,250.00,16250.00,6500.00,In-store
Foot Locker,1185732.00,44538.00,Midwest,North Dakota,Fargo,Women's Street Footwear,50.00,250.00,12500.00,3750.00,In-store
Foot Locker,1185732.00,44292.00,Midwest,Iowa,Des Moines,Women's Apparel,50.00,250.00,12500.00,5000.00,In-store
West Gear,1185732.00,44475.00,Midwest,Iowa,Des Moines,Women's Apparel,50.00,250.00,12500.00,5000.00,In-store
West Gear,1185732.00,44472.00,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.00,250.00,12500.00,5000.00,In-store
West Gear,1185732.00,44532.00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,50.00,250.00,12500.00,3750.00,In-store
West Gear,1185732.00,44532.00,Midwest,Wisconsin,Milwaukee,Men's Apparel,60.00,250.00,15000.00,7500.00,In-store
West Gear,1185732.00,44327.00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40.00,250.00,10000.00,4000.00,In-store
West Gear,1185732.00,44510.00,Midwest,Indiana,Indianapolis,Men's Apparel,60.00,250.00,15000.00,4500.00,In-store
West Gear,1185732.00,44244.00,Northeast,West Virginia,Charleston,Men's Apparel,50.00,250.00,12500.00,5000.00,In-store
West Gear,1185732.00,44425.00,Northeast,West Virginia,Charleston,Men's Apparel,50.00,250.00,12500.00,5000.00,In-store
West Gear,1185732.00,44336.00,Northeast,Maryland,Baltimore,Women's Apparel,55.00,250.00,13750.00,4125.00,In-store
West Gear,1185732.00,44369.00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.00,250.00,11250.00,3938.00,In-store
Foot Locker,1185732.00,44550.00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50.00,250.00,12500.00,4375.00,In-store
Foot Locker,1185732.00,44268.00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40.00,250.00,10000.00,3500.00,In-store
Foot Locker,1185732.00,44329.00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.00,250.00,11250.00,4500.00,In-store
Foot Locker,1185732.00,44422.00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.00,250.00,11250.00,4500.00,In-store
Kohl's,1185732.00,44322.00,Northeast,New Jersey,Newark,Women's Street Footwear,40.00,250.00,10000.00,4000.00,In-store
Kohl's,1185732.00,44355.00,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.00,250.00,10000.00,4000.00,In-store
Kohl's,1185732.00,44355.00,Northeast,New Jersey,Newark,Men's Apparel,50.00,250.00,12500.00,3750.00,In-store
Kohl's,1185732.00,44383.00,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.00,250.00,10000.00,4000.00,In-store
Kohl's,1185732.00,44445.00,Northeast,New Jersey,Newark,Women's Apparel,55.00,250.00,13750.00,5500.00,In-store
Kohl's,1185732.00,44477.00,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.00,250.00,12500.00,4375.00,In-store
Sports Direct,1185732.00,44477.00,Northeast,New Jersey,Newark,Women's Apparel,65.00,250.00,16250.00,6500.00,In-store
Sports Direct,1185732.00,44507.00,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.00,250.00,12500.00,5000.00,In-store
Sports Direct,1185732.00,44258.00,Northeast,Connecticut,Hartford,Women's Apparel,40.00,250.00,10000.00,3500.00,In-store
Sports Direct,1185732.00,44319.00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.00,250.00,12500.00,5000.00,In-store
Sports Direct,1185732.00,44319.00,Northeast,Connecticut,Hartford,Men's Apparel,55.00,250.00,13750.00,4125.00,In-store
Foot Locker,1185732.00,44504.00,Northeast,Connecticut,Hartford,Men's Apparel,65.00,250.00,16250.00,4875.00,In-store
Foot Locker,1185732.00,44383.00,Northeast,Rhode Island,Providence,Women's Street Footwear,40.00,250.00,10000.00,4000.00,In-store
Foot Locker,1185732.00,44415.00,Northeast,Rhode Island,Providence,Women's Street Footwear,40.00,250.00,10000.00,4000.00,In-store
Sports Direct,1185732.00,44213.00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.00,250.00,10000.00,3000.00,In-store
Sports Direct,1185732.00,44213.00,Northeast,Rhode Island,Providence,Women's Apparel,40.00,250.00,10000.00,3000.00,In-store
Sports Direct,1185732.00,44242.00,Northeast,Massachusetts,Boston,Women's Apparel,40.00,250.00,10000.00,3000.00,In-store
Sports Direct,1185732.00,44362.00,Northeast,Massachusetts,Boston,Women's Street Footwear,45.00,250.00,11250.00,2813.00,In-store
Sports Direct,1185732.00,44390.00,Northeast,Massachusetts,Boston,Men's Apparel,55.00,250.00,13750.00,3438.00,In-store
Sports Direct,1185732.00,44452.00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50.00,250.00,12500.00,3750.00,In-store
Amazon,1185732.00,44514.00,Northeast,Massachusetts,Boston,Men's Apparel,65.00,250.00,16250.00,4063.00,In-store
Amazon,1185732.00,44265.00,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.00,250.00,11250.00,5063.00,In-store
Amazon,1185732.00,44326.00,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.00,250.00,12500.00,4375.00,In-store
Amazon,1185732.00,44419.00,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.00,250.00,12500.00,4375.00,In-store
Amazon,1185732.00,44246.00,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.00,250.00,12500.00,5000.00,In-store
Amazon,1185732.00,44304.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.00,250.00,12500.00,5000.00,In-store
Amazon,1185732.00,44304.00,Northeast,New Hampshire,Manchester,Women's Street Footwear,40.00,250.00,10000.00,3000.00,In-store
Amazon,1185732.00,44426.00,Northeast,New Hampshire,Manchester,Men's Apparel,65.00,250.00,16250.00,4875.00,Outlet
Amazon,1185732.00,44456.00,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.00,250.00,13750.00,4125.00,Outlet
Foot Locker,1185732.00,44364.00,Midwest,Illinois,Chicago,Women's Apparel,50.00,225.00,11250.00,5625.00,Outlet
